variable_name,variable_label,max_waves,ALB,AND,ARG,ARM,AUS,AZE,BFA,BGD,BGR,BIH,BLR,BOL,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GRC,GTM,HKG,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LTU,LVA,MAC,MAR,MDA,MDV,MEX,MKD,MLI,MMR,MNE,MNG,MYS,NGA,NIC,NIR,NLD,NOR,NZL,PAK,PER,PHL,POL,PRI,PSE,QAT,ROU,RUS,RWA,SAU,SGP,SLV,SRB,SVK,SVN,SWE,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
E069_45,Confidence: International Monetary Found (IMF),2,0,1,2,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_46,Confidence: Non governmental Organizations (NGOs),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_47,Confidence: The American Forces,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_48,Confidence: The non-Iraqi television,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_49,Confidence: TV News,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_51,Confidence: Religious leaders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_52,Confidence: Evangelic Church,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_54,Confidence: Universities,2,0,1,2,2,2,1,0,1,0,0,1,1,2,1,0,2,2,2,2,1,2,0,1,2,2,1,1,1,0,0,1,1,1,1,1,2,0,1,0,1,1,1,2,0,0,2,2,2,1,2,2,1,2,2,0,0,1,2,0,1,2,0,0,1,0,1,2,2,1,1,2,0,2,2,2,2,1,1,1,1,2,2,1,0,2,0,1,1,1,1,2,1,1,2,2,2,0,0,2,2,2,1,1,1,1,1,0,2
E069_55,Confidence: The Organization of the Islamic World,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_56,Confidence: The Organization of American States (OAE),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_57,Confidence: UNASUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_58,Confidence: The Arab Maghreb Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_59,Confidence: Cooperation Council for the Arab states of Gulf (GCC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_60,Confidence: Mainland government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_61,Confidence: The World Trade Organization (WTO),1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_62,Confidence: The World Health Organization (WHO),1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_63,Confidence: The World Bank,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_64,Confidence: Elections,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_65,Confidence: International Criminal Court (ICC),1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E069_66,Confidence: UNDP United Nations Development Programme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E069_67,Confidence: The African Union (AU),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E104,Approval: Ecology movement or nature protection,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E105,Approval: Anti-nuclear energy movement,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E106,Approval: Disarmament movement,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E107,Approval: Human rights movement,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E108,Approval: Womenâ€™s movement,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E109,Approval: Anti-apartheid movement,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
E110,Satisfaction with the way democracy develops,2,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
E111,Rate political system for governing country,2,2,0,2,1,1,1,0,0,1,2,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,2,1,1,2,0,0,1,1,0,1,0,1,1,1,1,2,0,0,0,0,2,1,1,0,1,1,1,0,1,1,0,2,0,0
E112,Rate political system as it was before,2,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,1,1,0,0,2,0,2,2,0,0,2,0,0,1,0,0,0,1,1,0,1,2,1,1,0,0,1,1,0,0,0,1,2,1,1,2,0,0,0,0,1,1,1,1,1,1,2,0,2,1,0,2,0,1
E113,Rate political system in ten years,2,1,0,2,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,2,0,0
E114,Political system: Having a strong leader,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,2,5,4,4,3,2,4,1,2,2,4,4,2,2,2,1,3,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,4,5,4,2,3,1,0,4,4,1,0,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
E115,Political system: Having experts make decisions,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,2,5,4,4,3,2,4,1,2,2,4,4,2,2,2,1,3,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,3,5,4,2,3,1,0,4,4,1,0,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
E116,Political system: Having the army rule,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,2,5,4,4,3,2,4,1,2,2,1,4,2,2,2,1,3,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,3,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,4,5,4,2,3,1,0,4,4,1,0,3,1,4,2,3,4,3,1,2,2,4,4,1,1,4,4,5,1,3,2,1,4,1,3
E117,Political system: Having a democratic political system,5,2,2,5,3,4,2,1,3,2,2,2,1,4,3,2,5,4,4,3,2,4,1,2,2,4,4,2,2,2,1,2,3,2,1,2,3,1,1,2,3,4,3,4,0,1,4,5,2,1,3,5,1,2,2,1,1,1,4,3,1,5,2,1,1,2,1,3,4,1,1,3,2,4,4,5,4,2,3,1,0,4,4,1,0,3,1,4,2,3,4,3,1,2,2,5,4,1,1,4,4,5,1,3,3,1,4,1,3
E117B,Political system: Having a system governed by religious law in which there are n,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
E118,Firm party leader vs. Cooperating party leader,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E119,Government order vs. freedom,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E120,"In democracy, the economic system runs badly",3,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,1,0,0,2,1,1,3,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,2,0,1
E121,Democracies are indecisive and have too much squabbling,3,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,1,0,0,2,1,1,3,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,2,0,1
E122,Democracies arenÂ´t good at maintaining order,3,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,1,0,1,2,1,1,3,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,2,0,1
E123,Democracy may have problems but is better,3,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,1,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,1,0,0,2,1,1,3,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,2,0,1
E124,Respect for individual human rights nowadays,4,1,2,4,3,3,2,1,2,1,1,2,1,3,3,1,4,4,3,3,1,4,0,2,2,3,3,2,2,1,0,1,3,2,1,2,3,0,1,1,3,3,3,4,0,1,4,4,2,1,3,4,1,2,2,1,1,1,4,3,1,4,1,1,1,1,1,3,3,1,1,2,1,3,3,4,3,2,2,1,1,3,2,1,1,2,0,3,1,2,3,3,1,2,2,4,3,1,1,4,3,4,0,2,3,1,3,1,3
E125,Satisfaction with the people in national office,2,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,2,2,0,0,2,0,0,2,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,0,1,0,2,1,1,2,0,0,0,0,2,1,1,1,1,1,2,0,2,1,0,2,0,1
E127,Free market economy right for country future,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E128,Country is run by big interest vs. for all peopleâ€™s benefit,3,2,0,2,1,1,1,0,2,1,2,1,0,1,1,1,3,2,1,0,2,1,1,1,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3,1,1,0,0,1,2,0,0,1,2,0,0,0,1,1,0,1,2,0,3,2,0,0,2,0,0,3,0,0,0,1,1,1,2,2,1,2,0,0,1,1,0,1,1,1,2,2,1,1,0,0,0,0,3,1,1,1,1,1,2,0,2,1,0,2,0,1
E129,Economic aid to poorer countries,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
E129A,Amount of foreign aid of this country,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E129B,How much more foreign aid this country should contribute,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E129C,Be willing to pay higher taxes in order to increase countryÂ´s foreign aid,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
E129D,Economic aid to poorer countries (favor/against),1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
E130,Poverty compared to 10 years ago,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E131,Why are people in need,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E132,Chance to escape from poverty,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E133,How much is the government doing against poverty,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
E134,Amount of help for less developed countries,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
E135,Who should decide: international peacekeeping,2,1,1,2,0,1,0,1,1,1,1,0,0,1,2,1,2,2,0,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,1,0,0,0,1,2,2,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,1,2,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1
